Time,Current,Voltage,Pressure,Power
1411617693.673314,9.555000e-10,0.000000e+00,-4.290764e-01,0.000000e+00
1411617694.455925,1.034500e-09,5.200000e-03,-5.386145e-01,1.344850e-12
1411617695.236438,1.073000e-09,5.450000e-03,-1.039360e+00,1.461962e-12
1411617695.986378,1.275000e-09,6.575000e-03,-7.576907e-01,2.095781e-12
1411617696.895022,1.208000e-09,6.250000e-03,-7.263941e-01,1.887500e-12
1411617697.694699,1.215500e-09,6.075000e-03,-1.070657e+00,1.846041e-12
1411617698.481050,1.183000e-09,5.575000e-03,-9.767669e-01,1.648806e-12
1411617699.287103,1.203500e-09,5.950000e-03,-4.760213e-01,1.790206e-12
1411617700.092964,1.183000e-09,6.150000e-03,-6.638009e-01,1.818863e-12
1411617700.879532,1.218000e-09,6.000000e-03,-7.107458e-01,1.827000e-12
1411617701.678758,1.229500e-09,6.075000e-03,-6.012077e-01,1.867303e-12
1411617702.482562,1.252500e-09,6.175000e-03,-6.638009e-01,1.933547e-12
1411617703.273907,1.223500e-09,6.375000e-03,-8.828771e-01,1.949953e-12
1411617704.073258,1.287500e-09,6.150000e-03,-1.070657e+00,1.979531e-12
1411617704.878595,1.292500e-09,6.225000e-03,-8.672288e-01,2.011453e-12
1411617705.666769,1.297000e-09,6.525000e-03,-5.386145e-01,2.115731e-12
1411617706.467498,1.289000e-09,7.150000e-03,-1.630553e-01,2.304087e-12
1411617707.273783,1.335500e-09,6.500000e-03,-5.229662e-01,2.170188e-12
1411617708.059872,1.284000e-09,6.400000e-03,-8.828771e-01,2.054400e-12
1411617708.861792,1.228000e-09,6.925000e-03,-9.141737e-01,2.125975e-12
1411617709.661454,1.279000e-09,6.175000e-03,-1.008063e+00,1.974456e-12
1411617710.439920,1.302000e-09,6.575000e-03,-8.046356e-01,2.140163e-12
1411617711.249825,1.289500e-09,6.750000e-03,-8.202839e-01,2.176031e-12
1411617712.041693,1.358500e-09,6.450000e-03,-1.055008e+00,2.190581e-12
1411617712.811625,1.287000e-09,6.700000e-03,-7.576907e-01,2.155725e-12
1411617713.601627,1.306000e-09,6.700000e-03,-6.481526e-01,2.187550e-12
1411617714.404024,1.288500e-09,6.700000e-03,-7.733390e-01,2.158238e-12
1411617715.190299,1.304500e-09,6.625000e-03,-7.420424e-01,2.160578e-12
1411617716.008402,1.367500e-09,6.475000e-03,-1.164546e+00,2.213641e-12
1411617716.904648,4.824000e-08,6.875000e-03,1.267760e+02,8.291250e-11
1411617717.675776,7.718500e-08,3.828000e-01,2.610227e+02,7.386604e-09
1411617718.445969,7.428500e-08,3.666500e-01,2.607880e+02,6.809149e-09
1411617719.210740,7.286500e-08,3.583000e-01,2.620712e+02,6.526882e-09
1411617719.983748,7.094000e-08,3.518500e-01,2.607567e+02,6.240060e-09
1411617720.736051,6.970000e-08,3.459750e-01,2.604437e+02,6.028614e-09
1411617721.504594,6.853500e-08,3.399000e-01,2.603968e+02,5.823762e-09
1411617722.283500,6.848000e-08,3.365000e-01,2.607567e+02,5.760880e-09
1411617723.037440,6.720500e-08,3.331750e-01,2.603185e+02,5.597756e-09
1411617723.799500,6.618500e-08,3.324750e-01,2.597083e+02,5.501214e-09
1411617724.577375,6.617500e-08,3.285750e-01,2.600212e+02,5.435863e-09
1411617725.339529,6.567500e-08,3.289250e-01,2.602560e+02,5.400537e-09
1411617726.090183,6.575500e-08,3.265250e-01,2.613357e+02,5.367663e-09
1411617726.869808,6.559500e-08,3.248500e-01,2.620086e+02,5.327134e-09
